Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role,PC1,PC2,PC3
Leandro Barbosa,106,2011-12,99.0,26.5,0.0,1.7,14.0,29.0,TOT,NBA,64.0,0.0,1382.0,10.5,24.7,8.0,18.1,2.5,6.6,3.9,4.8,1.3,3.7,5.0,3.7,2.2,0.3,3.6,5.2,27.4,0.425,0.441,0.382,0.47600000000000003,0.815,0.512,2011,SG,1,3&D,0.4163844688225455,3.142142766103626,-2.1258921386003964
Leandro Barbosa,106,2011-12,99.0,26.5,0.0,1.7,14.0,29.0,TOT,NBA,64.0,0.0,1382.0,10.5,24.7,8.0,18.1,2.5,6.6,3.9,4.8,1.3,3.7,5.0,3.7,2.2,0.3,3.6,5.2,27.4,0.425,0.441,0.382,0.47600000000000003,0.815,0.512,2011,SG,1,3&D,0.4163844688225455,3.142142766103626,-2.1258921386003964
J.J. Barea,110,2011-12,101.0,24.3,0.2,1.2,14.9,27.0,MIN,NBA,41.0,11.0,1032.0,8.3,20.8,5.7,13.7,2.6,7.1,3.8,4.9,0.7,5.0,5.7,11.6,1.0,0.0,5.1,3.0,23.1,0.4,0.415,0.371,0.46299999999999997,0.7759999999999999,0.502,2011,PG,1,3&D,-0.9125994820120847,3.589670720909577,-1.9828344087033107
Andrea Bargnani,106,2011-12,104.0,28.7,0.3,2.2,17.9,26.0,TOR,NBA,31.0,31.0,1032.0,10.9,25.2,9.1,19.2,1.8,6.0,7.9,9.0,1.3,7.7,9.0,3.2,0.9,0.8,3.6,2.7,31.4,0.4320000000000001,0.474,0.29600000000000004,0.467,0.873,0.5379999999999999,2011,C,2,Do It All,3.14360562916721,3.593020516524485,-2.127734098228864
Matt Barnes,103,2011-12,112.0,16.4,1.7,4.3,15.5,31.0,LAL,NBA,63.0,16.0,1440.0,6.4,14.2,4.7,9.2,1.7,5.1,3.5,4.7,3.6,9.1,12.7,4.6,1.3,1.8,2.7,5.6,18.1,0.452,0.518,0.33299999999999996,0.512,0.742,0.5539999999999999,2011,SF,2,Do It All,0.8807981222264785,-1.6853296979859178,0.5742330333340605
Brandon Bass,99,2011-12,103.0,19.8,0.4,4.7,14.1,26.0,BOS,NBA,59.0,39.0,1868.0,8.6,18.0,8.6,18.0,0.0,0.0,3.8,4.6,2.7,7.7,10.4,1.6,1.0,1.5,1.8,3.8,21.0,0.479,0.479,0.0,0.479,0.81,0.524,2011,PF,9,Elite Inside Big,1.9795626459583742,-1.5024397071915212,-1.9065406001187941
Shane Battier,102,2011-12,108.0,10.7,1.4,3.3,9.7,33.0,MIA,NBA,65.0,10.0,1499.0,4.0,10.3,1.8,3.8,2.2,6.4,0.8,1.3,2.0,3.5,5.5,2.9,2.2,1.2,1.3,3.7,10.9,0.387,0.46799999999999997,0.33899999999999997,0.493,0.622,0.504,2011,SF,1,3&D,-3.8812681316425124,-2.024122612457197,1.1800601607322636
Nicolas Batum,107,2011-12,112.0,20.5,1.9,4.8,17.3,23.0,POR,NBA,59.0,34.0,1791.0,8.5,18.8,5.3,10.8,3.1,8.1,3.9,4.7,2.4,5.6,8.0,2.5,1.7,1.8,2.6,3.1,24.0,0.451,0.496,0.391,0.534,0.836,0.575,2011,SF,8,All Star,1.002069152565638,1.368545489564628,1.567901153020075
Jerryd Bayless,106,2011-12,110.0,24.6,0.6,2.0,17.7,23.0,TOR,NBA,31.0,11.0,705.0,8.9,21.1,5.6,13.1,3.4,7.9,5.7,6.7,0.6,4.4,5.0,9.0,1.8,0.3,4.0,5.3,26.9,0.424,0.424,0.423,0.504,0.852,0.561,2011,PG,2,Do It All,0.5554413825511789,3.691087231103435,-0.4330960156762587
Michael Beasley,107,2011-12,95.0,25.3,-0.5,0.5,13.0,23.0,MIN,NBA,47.0,7.0,1087.0,10.5,23.5,8.7,18.7,1.8,4.8,2.9,4.5,1.8,8.0,9.8,2.1,0.9,0.9,3.8,3.9,25.6,0.445,0.462,0.376,0.483,0.642,0.502,2011,SF,1,3&D,0.8516837184913274,1.2190477689114216,-2.6851741613829585
Rodrigue Beaubois,101,2011-12,100.0,22.0,0.9,2.2,15.3,23.0,DAL,NBA,53.0,12.0,1151.0,8.6,20.3,6.8,14.3,1.7,6.0,2.6,3.1,0.9,6.0,6.9,6.9,2.6,1.3,3.2,4.5,21.5,0.42200000000000004,0.479,0.28800000000000003,0.465,0.841,0.496,2011,PG,2,Do It All,-0.05818061375648024,1.3374602360036805,-1.7371731647336206
Marco Belinelli,109,2011-12,105.0,19.5,0.3,2.9,11.9,25.0,NOH,NBA,66.0,55.0,1966.0,7.9,19.0,4.9,11.1,3.0,7.9,2.8,3.6,0.5,4.2,4.8,2.8,1.3,0.1,1.9,3.2,21.6,0.41700000000000004,0.445,0.377,0.495,0.7829999999999999,0.525,2011,SG,1,3&D,-1.8507684449248574,1.7684190834359648,0.45112478684129886
Raja Bell,112,2011-12,115.0,11.6,0.2,1.1,8.3,35.0,UTA,NBA,34.0,33.0,796.0,5.3,11.5,3.1,5.7,2.2,5.7,1.4,1.6,0.4,2.8,3.2,2.5,0.9,0.1,1.4,5.1,14.3,0.466,0.54,0.391,0.563,0.84,0.586,2011,SG,5,Perimeter Scorer,-3.3121283660737095,-1.0921684116469295,3.24018106144718
Mike Bibby,103,2011-12,97.0,11.9,-0.1,0.7,7.8,33.0,NYK,NBA,39.0,4.0,557.0,3.2,11.5,0.7,3.6,2.5,7.9,0.6,0.7,0.5,5.0,5.5,7.4,1.9,0.3,1.8,4.2,9.5,0.282,0.205,0.318,0.391,0.75,0.40399999999999997,2011,PG,5,Perimeter Scorer,-7.141937454133668,-0.09133799393908469,-2.3381322331473475
Andris Biedriņš,105,2011-12,118.0,5.1,0.3,1.3,8.8,25.0,GSW,NBA,47.0,35.0,739.0,2.7,4.5,2.7,4.5,0.0,0.0,0.1,0.6,3.2,9.2,12.4,1.1,1.6,3.2,1.0,8.8,5.6,0.609,0.609,0.0,0.609,0.111,0.581,2011,C,3,Backup Inside Big,-0.9388189620914562,-9.528045533464187,2.016657652060405
Chauncey Billups,111,2011-12,114.0,23.4,0.3,1.7,16.1,35.0,LAC,NBA,20.0,20.0,607.0,7.4,20.2,3.1,9.1,4.3,11.1,7.5,8.4,0.4,4.1,4.4,7.1,0.8,0.3,3.4,3.5,26.5,0.364,0.34,0.384,0.469,0.895,0.5539999999999999,2011,SG,7,Elite Wing,-1.073241106236222,4.5473920895412885,0.07770200827725735
Bismack Biyombo,107,2011-12,92.0,13.1,-0.7,0.6,10.6,19.0,CHA,NBA,63.0,41.0,1455.0,4.7,10.1,4.7,10.1,0.0,0.0,2.5,5.2,4.1,9.2,13.3,1.0,0.7,4.2,2.6,5.3,11.8,0.46399999999999997,0.46399999999999997,0.0,0.46399999999999997,0.483,0.48,2011,C,3,Backup Inside Big,-0.8438015081951031,-5.396226346232923,-2.861476820860542
DeJuan Blair,102,2011-12,108.0,21.7,1.2,4.0,17.6,22.0,SAS,NBA,64.0,62.0,1363.0,10.2,19.1,10.2,19.1,0.0,0.0,2.8,4.5,5.8,7.5,13.3,3.0,2.2,0.5,3.5,6.4,23.2,0.534,0.535,0.0,0.534,0.613,0.5489999999999999,2011,PF,9,Elite Inside Big,3.9859411362385173,-2.089849717186006,-1.9461479721553032
Steve Blake,108,2011-12,98.0,13.0,-0.3,1.0,8.5,31.0,LAL,NBA,53.0,5.0,1237.0,4.3,11.5,2.1,4.7,2.3,6.8,0.9,1.2,0.4,3.3,3.6,7.5,1.7,0.1,3.1,3.2,11.8,0.377,0.436,0.335,0.47600000000000003,0.778,0.493,2011,PG,5,Perimeter Scorer,-5.112131041983272,0.09734551495445035,-0.08784570537954368
Andray Blatche,105,2011-12,87.0,21.7,-0.5,-0.1,10.6,25.0,WAS,NBA,26.0,13.0,626.0,7.7,20.3,7.5,19.7,0.2,0.6,2.7,4.1,3.5,8.9,12.4,2.3,1.7,1.4,3.1,4.5,18.3,0.38,0.382,0.28600000000000003,0.384,0.6729999999999999,0.415,2011,PF,5,Perimeter Scorer,-0.8158375084857462,-0.7555225846672307,-5.446461114516003
Eric Bledsoe,102,2011-12,90.0,19.1,0.1,0.2,11.2,22.0,LAC,NBA,40.0,1.0,464.0,5.7,14.6,5.0,11.1,0.7,3.5,3.2,5.1,2.6,5.0,7.5,7.7,3.6,1.6,5.5,6.7,15.3,0.389,0.44799999999999995,0.2,0.413,0.636,0.45399999999999996,2011,PG,5,Perimeter Scorer,-1.609999468537143,-0.6690332297376419,-4.4509877630223915
Matt Bonner,106,2011-12,124.0,12.8,1.3,4.0,13.2,31.0,SAS,NBA,65.0,2.0,1326.0,6.0,13.6,1.9,3.9,4.1,9.7,0.6,0.8,1.1,7.2,8.3,2.4,0.6,0.8,0.5,2.6,16.7,0.44,0.49,0.42,0.59,0.762,0.597,2011,PF,7,Elite Wing,-2.147147033244671,-0.8018045674986598,4.688236422254488
Trevor Booker,104,2011-12,109.0,15.6,0.7,3.0,15.4,24.0,WAS,NBA,50.0,32.0,1261.0,7.4,14.0,7.4,13.9,0.0,0.1,2.3,3.8,4.9,8.5,13.4,1.6,2.0,1.8,2.4,5.7,17.2,0.531,0.531,0.5,0.532,0.602,0.5489999999999999,2011,PF,2,Do It All,1.614458551189736,-3.208688575541352,-0.2087845843364124
Carlos Boozer,95,2011-12,108.0,23.8,2.0,7.6,19.7,30.0,CHI,NBA,66.0,66.0,1948.0,12.4,23.3,12.4,23.2,0.0,0.0,2.6,3.8,3.2,12.4,15.6,3.5,1.7,0.7,3.2,4.6,27.4,0.532,0.5329999999999999,0.0,0.532,0.693,0.5489999999999999,2011,PF,6,Star Inside Big,5.932716403080373,-0.965959806503981,-2.033199190689902
Chris Bosh,100,2011-12,109.0,24.2,1.0,6.9,18.9,27.0,MIA,NBA,57.0,57.0,2007.0,10.3,21.2,10.0,20.2,0.3,0.9,6.0,7.3,2.5,9.4,11.9,2.7,1.3,1.2,3.1,3.4,26.9,0.48700000000000004,0.496,0.28600000000000003,0.493,0.821,0.551,2011,PF,6,Star Inside Big,4.4179454674167635,0.7868196248300579,-1.5679049160111895
Avery Bradley,102,2011-12,100.0,17.9,0.2,2.4,11.3,21.0,BOS,NBA,64.0,28.0,1368.0,7.8,15.6,6.9,13.5,0.9,2.1,2.4,3.0,1.3,3.1,4.5,3.4,1.7,0.5,2.9,4.2,18.8,0.498,0.511,0.40700000000000003,0.525,0.795,0.555,2011,PG,1,3&D,-0.556131707890258,-0.1595812870242641,-0.1583500999114197
Elton Brand,96,2011-12,108.0,18.9,2.2,6.1,18.0,32.0,PHI,NBA,60.0,60.0,1732.0,8.9,18.0,8.9,17.9,0.0,0.0,2.6,3.6,4.5,8.8,13.3,3.0,1.8,3.0,2.0,5.4,20.4,0.494,0.495,0.0,0.494,0.733,0.521,2011,C,9,Elite Inside Big,3.4926104710141472,-2.7858632665957637,-1.7279930783674113
Corey Brewer,106,2011-12,104.0,20.0,0.8,2.3,13.7,25.0,DEN,NBA,59.0,17.0,1287.0,8.0,18.3,6.7,13.3,1.3,5.0,3.6,5.1,1.7,4.2,5.9,3.5,2.9,0.7,2.2,4.5,20.8,0.434,0.5,0.26,0.47,0.6920000000000001,0.505,2011,SF,2,Do It All,-0.27047749342237287,0.509446137521725,-1.196859463071831
Ronnie Brewer,99,2011-12,103.0,15.3,1.3,3.9,12.3,26.0,CHI,NBA,66.0,43.0,1635.0,6.3,14.7,5.6,12.4,0.6,2.3,1.8,3.3,2.4,5.2,7.6,4.5,2.4,0.7,1.9,2.1,15.0,0.4270000000000001,0.455,0.275,0.44799999999999995,0.56,0.465,2011,SG,2,Do It All,-1.2957782183569777,-1.1889496531950512,-1.6043549147946006
MarShon Brooks,111,2011-12,98.0,22.9,-0.2,0.8,12.9,23.0,NJN,NBA,56.0,47.0,1648.0,8.9,20.7,7.3,15.8,1.5,4.8,3.7,4.8,2.3,4.2,6.5,4.2,1.7,0.5,3.8,3.7,22.9,0.428,0.46299999999999997,0.313,0.465,0.764,0.502,2011,SG,1,3&D,-0.34912848230167115,1.7273413880378996,-2.1845977985303078
Derrick Brown,111,2011-12,110.0,16.8,0.2,2.3,14.7,24.0,CHA,NBA,65.0,17.0,1443.0,7.7,14.9,7.5,14.1,0.2,0.9,3.4,5.1,3.5,5.1,8.6,2.4,1.8,0.4,2.0,3.5,19.1,0.518,0.535,0.25,0.526,0.667,0.556,2011,SF,2,Do It All,0.7955006456109903,-1.344608468007411,0.07782349230283137
Shannon Brown,108,2011-12,101.0,22.8,0.2,1.6,13.6,26.0,PHO,NBA,59.0,19.0,1400.0,9.3,22.1,6.8,15.2,2.5,7.0,3.0,3.7,1.4,4.4,5.8,2.6,1.6,0.6,2.4,2.4,24.1,0.42,0.446,0.36200000000000004,0.47700000000000004,0.8079999999999999,0.507,2011,SG,1,3&D,-0.68831683315113,2.3012819148375416,-0.946992950456516
Kobe Bryant,106,2011-12,105.0,35.7,2.4,6.2,21.9,33.0,LAL,NBA,58.0,58.0,2232.0,13.6,31.7,11.6,24.9,2.1,6.8,9.1,10.7,1.6,5.9,7.4,6.3,1.6,0.4,4.8,2.5,38.4,0.43,0.46399999999999997,0.303,0.462,0.845,0.527,2011,SG,8,All Star,5.793886607909069,6.56838372958837,-3.0569742243702462
Chase Budinger,107,2011-12,110.0,19.5,0.6,3.0,14.9,23.0,HOU,NBA,58.0,9.0,1298.0,8.4,19.0,4.8,10.2,3.5,8.8,2.2,2.8,1.5,7.2,8.8,3.0,1.2,0.3,2.2,2.6,22.5,0.442,0.47600000000000003,0.402,0.535,0.7709999999999999,0.556,2011,SF,7,Elite Wing,-0.6251715164822299,1.2125488938983136,1.4687819912817768
Alec Burks,109,2011-12,105.0,22.5,-0.1,1.5,14.0,20.0,UTA,NBA,59.0,0.0,939.0,8.6,20.0,7.7,17.4,0.8,2.5,5.8,8.0,3.2,4.2,7.4,3.1,1.5,0.3,2.9,4.7,23.8,0.429,0.442,0.33299999999999996,0.45,0.727,0.506,2011,SG,2,Do It All,0.7802889780650037,1.195086930182762,-2.4704718341037855
Caron Butler,108,2011-12,102.0,20.4,-0.1,2.3,11.7,31.0,LAC,NBA,63.0,63.0,1871.0,8.3,20.3,5.6,12.9,2.6,7.4,2.5,3.1,1.3,5.4,6.6,2.2,1.5,0.3,2.2,3.5,21.7,0.40700000000000003,0.435,0.358,0.47200000000000003,0.813,0.501,2011,SF,1,3&D,-1.6125412078908266,1.500804432052185,-0.6731757576097067
Rasual Butler,106,2011-12,82.0,15.9,-0.4,-0.2,4.8,32.0,TOR,NBA,34.0,14.0,453.0,4.9,15.8,2.4,6.6,2.5,9.1,0.8,1.4,0.7,7.1,7.8,2.3,0.8,0.6,1.8,4.6,13.1,0.308,0.35700000000000004,0.273,0.387,0.583,0.39799999999999996,2011,SF,5,Perimeter Scorer,-5.891679494525715,-0.7841058143205489,-3.082856732436109
Andrew Bynum,100,2011-12,112.0,23.8,2.0,8.0,22.9,24.0,LAL,NBA,60.0,60.0,2112.0,11.1,20.0,11.1,19.9,0.0,0.1,5.9,8.5,4.8,13.0,17.8,2.1,0.7,2.9,3.8,2.6,28.2,0.5579999999999999,0.56,0.2,0.5579999999999999,0.6920000000000001,0.594,2011,C,6,Star Inside Big,7.435423253512971,-1.1579064991172874,-0.7681374558373665
Will Bynum,106,2011-12,88.0,24.8,-0.4,-0.2,10.0,29.0,DET,NBA,36.0,0.0,514.0,7.7,20.3,7.0,17.3,0.7,3.0,5.1,6.7,1.0,4.8,5.9,6.9,2.4,0.3,5.7,6.4,21.3,0.381,0.406,0.24100000000000002,0.39899999999999997,0.7659999999999999,0.45899999999999996,2011,PG,5,Perimeter Scorer,-0.8448008845443895,1.9706627102191585,-5.331962131202761
José Calderón,108,2011-12,116.0,16.0,0.7,5.1,16.7,30.0,TOR,NBA,53.0,53.0,1799.0,6.5,14.3,4.8,9.5,1.8,4.8,1.8,2.0,0.6,4.2,4.8,14.0,1.4,0.1,3.1,2.8,16.6,0.457,0.5,0.371,0.519,0.882,0.547,2011,PG,8,All Star,-1.2159933422187008,1.3745235157077673,1.4490776396452045
Marcus Camby,98,2011-12,105.0,12.6,1.7,3.6,16.2,37.0,TOT,NBA,59.0,53.0,1352.0,5.0,11.2,4.9,11.0,0.1,0.2,1.1,2.5,6.1,14.5,20.6,4.2,1.9,3.3,2.2,4.9,11.2,0.446,0.447,0.4,0.449,0.45299999999999996,0.455,2011,C,2,Do It All,0.5920022593941178,-5.353471695082236,-2.215197529853483
Marcus Camby,98,2011-12,105.0,12.6,1.7,3.6,16.2,37.0,TOT,NBA,59.0,53.0,1352.0,5.0,11.2,4.9,11.0,0.1,0.2,1.1,2.5,6.1,14.5,20.6,4.2,1.9,3.3,2.2,4.9,11.2,0.446,0.447,0.4,0.449,0.45299999999999996,0.455,2011,C,2,Do It All,0.5920022593941178,-5.353471695082236,-2.215197529853483
Marcus Camby,98,2011-12,105.0,12.6,1.7,3.6,16.2,37.0,TOT,NBA,59.0,53.0,1352.0,5.0,11.2,4.9,11.0,0.1,0.2,1.1,2.5,6.1,14.5,20.6,4.2,1.9,3.3,2.2,4.9,11.2,0.446,0.447,0.4,0.449,0.45299999999999996,0.455,2011,C,2,Do It All,0.5920022593941178,-5.353471695082236,-2.215197529853483
Matt Carroll,112,2011-12,84.0,15.3,-0.8,-0.6,5.6,31.0,CHA,NBA,53.0,2.0,596.0,4.6,13.9,3.9,10.1,0.7,3.8,2.7,3.4,0.7,4.4,5.1,3.4,1.4,0.6,2.1,4.6,12.6,0.331,0.386,0.18600000000000005,0.35700000000000004,0.789,0.409,2011,SG,5,Perimeter Scorer,-5.2145513271035835,-0.4268686402419321,-3.783226970279318
Vince Carter,103,2011-12,102.0,20.4,1.0,2.9,13.6,35.0,DAL,NBA,61.0,40.0,1542.0,7.6,18.5,5.1,11.5,2.5,7.0,3.2,3.9,1.1,5.9,7.0,4.7,1.9,0.9,2.9,4.6,20.9,0.41100000000000003,0.442,0.361,0.48,0.826,0.519,2011,SG,7,Elite Wing,-0.8395513238348682,1.234112605095509,-0.6861674852668045
Omri Casspi,109,2011-12,101.0,17.6,-0.1,1.2,11.2,23.0,CLE,NBA,65.0,35.0,1341.0,6.5,16.1,4.4,9.6,2.1,6.6,2.9,4.2,2.5,6.5,8.9,2.6,1.5,0.8,2.5,4.5,18.0,0.40299999999999997,0.46299999999999997,0.315,0.467,0.685,0.499,2011,SF,1,3&D,-1.901259646506115,-0.4141229013324506,-0.9282711084293312
Mario Chalmers,101,2011-12,104.0,17.4,1.5,4.3,13.0,25.0,MIA,NBA,64.0,64.0,1825.0,6.4,14.4,3.5,6.9,2.9,7.5,2.3,2.9,0.5,4.5,4.9,6.4,2.8,0.3,4.1,4.8,18.1,0.44799999999999995,0.513,0.38799999999999996,0.5489999999999999,0.792,0.578,2011,PG,7,Elite Wing,-1.2338789290856107,0.8015238984523751,1.2629087947744708
Tyson Chandler,99,2011-12,130.0,13.0,3.2,9.5,18.7,29.0,NYK,NBA,62.0,62.0,2061.0,6.0,8.9,6.0,8.8,0.0,0.0,5.4,7.9,5.3,10.0,15.3,1.4,1.4,2.2,2.5,4.6,17.5,0.679,0.6829999999999999,0.0,0.679,0.6890000000000001,0.708,2011,C,6,Star Inside Big,6.061229880436846,-5.147780634804309,4.410720347896682
Josh Childress,107,2011-12,114.0,10.1,0.4,0.9,11.1,28.0,PHO,NBA,34.0,0.0,491.0,5.1,10.4,4.6,7.9,0.4,2.5,0.0,0.2,3.3,6.8,10.0,3.6,1.5,0.6,0.9,4.0,10.6,0.485,0.5870000000000001,0.16699999999999998,0.505,0.0,0.501,2011,SF,3,Backup Inside Big,-1.998633347874336,-5.440566064225782,0.2542733303785649
Earl Clark,101,2011-12,87.0,14.8,-0.3,0.3,8.1,24.0,ORL,NBA,45.0,1.0,559.0,4.9,13.4,4.9,13.4,0.0,0.0,2.0,2.8,3.4,8.6,12.0,1.7,1.2,3.1,2.4,6.9,11.9,0.3670000000000001,0.3670000000000001,0.0,0.3670000000000001,0.7240000000000001,0.405,2011,PF,3,Backup Inside Big,-2.4239284251306525,-3.8803292106871066,-5.120673481556332
Norris Cole,104,2011-12,88.0,21.8,-1.2,0.0,7.9,23.0,MIA,NBA,65.0,2.0,1260.0,7.4,18.8,6.5,15.6,0.9,3.2,2.8,3.6,0.9,2.9,3.8,5.6,1.8,0.1,4.4,5.2,18.4,0.39299999999999996,0.41700000000000004,0.276,0.41700000000000004,0.7759999999999999,0.452,2011,PG,5,Perimeter Scorer,-2.484034758564042,1.186411403984235,-4.130937012837553
Darren Collison,107,2011-12,108.0,17.0,0.8,3.8,13.6,24.0,IND,NBA,60.0,56.0,1878.0,6.5,14.7,5.5,12.1,1.0,2.6,3.6,4.3,0.8,4.4,5.3,8.1,1.4,0.4,3.2,2.8,17.5,0.44,0.457,0.36200000000000004,0.47200000000000003,0.83,0.526,2011,PG,2,Do It All,-1.015654557705467,0.9566243577343397,-0.4138201268042967
Nick Collison,105,2011-12,121.0,10.0,1.4,3.5,12.1,31.0,OKC,NBA,63.0,0.0,1307.0,4.7,7.9,4.7,7.9,0.0,0.0,1.7,2.4,4.7,6.1,10.8,3.2,1.3,1.1,2.4,6.0,11.2,0.597,0.6,0.0,0.597,0.71,0.622,2011,PF,3,Backup Inside Big,0.7857046029152531,-5.27396786260798,2.518225583012222
Mike Conley,102,2011-12,110.0,18.3,2.1,6.4,16.8,24.0,MEM,NBA,62.0,61.0,2174.0,7.2,16.6,5.7,12.8,1.5,3.9,3.3,3.8,0.5,3.3,3.8,9.8,3.3,0.3,3.0,3.2,19.2,0.433,0.45,0.377,0.47700000000000004,0.861,0.523,2011,PG,8,All Star,-0.3097499803139376,2.0871686716869764,-0.1966364598791919
Daequan Cook,107,2011-12,106.0,14.7,-0.1,1.6,9.2,24.0,OKC,NBA,57.0,22.0,989.0,5.7,15.4,1.6,3.5,4.1,11.9,0.7,1.1,0.6,5.7,6.4,0.8,1.1,0.6,0.8,3.6,16.2,0.368,0.441,0.34600000000000003,0.502,0.636,0.509,2011,SG,1,3&D,-4.45176042314798,-0.36455257108085454,1.6053025827764742
DeMarcus Cousins,104,2011-12,102.0,29.7,0.8,4.2,21.7,21.0,SAC,NBA,64.0,62.0,1950.0,11.6,26.0,11.6,25.6,0.1,0.4,6.8,9.7,6.9,11.4,18.3,2.7,2.4,1.9,4.4,6.7,30.2,0.44799999999999995,0.45299999999999996,0.14300000000000002,0.449,0.7020000000000001,0.499,2011,C,9,Elite Inside Big,6.356949462319294,0.27391894280330853,-5.23507442523192
Jamal Crawford,109,2011-12,102.0,26.6,0.1,2.3,15.7,31.0,POR,NBA,60.0,6.0,1613.0,9.2,24.0,6.6,15.6,2.6,8.5,6.2,6.7,0.5,3.3,3.8,6.2,1.8,0.5,3.6,2.4,27.3,0.384,0.426,0.308,0.43799999999999994,0.927,0.506,2011,PG,2,Do It All,-0.031343026542439936,4.6609337462767035,-1.8754318091798419
Jordan Crawford,110,2011-12,97.0,28.1,-0.2,1.1,14.5,23.0,WAS,NBA,64.0,32.0,1753.0,10.3,25.8,8.0,17.7,2.3,8.1,4.8,6.0,1.3,3.7,5.0,5.6,1.7,0.1,4.2,3.3,27.8,0.4,0.451,0.289,0.446,0.7929999999999999,0.488,2011,SG,1,3&D,0.26174546442950464,4.095998001649297,-2.844191853161228
Dante Cunningham,101,2011-12,115.0,13.6,0.8,3.4,14.9,24.0,MEM,NBA,64.0,5.0,1124.0,6.8,13.1,6.8,13.0,0.0,0.1,2.1,3.2,4.3,7.3,11.6,1.7,2.0,1.6,1.4,4.6,15.7,0.516,0.52,0.0,0.516,0.652,0.5379999999999999,2011,PF,9,Elite Inside Big,1.175898674983657,-3.908176356230584,-0.20334993301700455
Stephen Curry,108,2011-12,112.0,24.0,1.0,2.2,21.2,23.0,GSW,NBA,26.0,23.0,732.0,10.3,21.0,6.4,12.4,3.9,8.6,2.7,3.3,1.1,5.2,6.2,9.8,2.8,0.6,4.6,4.4,27.2,0.49,0.514,0.455,0.583,0.809,0.605,2011,PG,2,Do It All,1.4465809080185619,3.203243467891995,1.36119484787359
Samuel Dalembert,100,2011-12,108.0,16.6,0.8,4.1,16.9,30.0,HOU,NBA,65.0,45.0,1446.0,7.2,14.3,7.2,14.3,0.0,0.0,3.3,4.1,5.7,10.8,16.5,1.2,1.3,4.0,3.0,5.9,17.7,0.506,0.508,0.0,0.506,0.7959999999999999,0.551,2011,C,9,Elite Inside Big,3.092981135585477,-4.310831815207624,-1.369544918449874
Marquis Daniels,98,2011-12,82.0,18.0,-0.2,0.1,8.1,31.0,BOS,NBA,38.0,0.0,484.0,5.7,15.7,5.7,14.6,0.0,1.1,1.9,2.5,1.8,5.5,7.2,5.2,2.3,1.0,3.1,4.0,13.3,0.364,0.391,0.0,0.364,0.7390000000000001,0.395,2011,SG,3,Backup Inside Big,-2.9955614493389717,-1.1894183447961215,-5.478343503948504
Baron Davis,102,2011-12,88.0,20.4,-0.2,0.2,10.0,32.0,NYK,NBA,29.0,14.0,595.0,5.9,15.9,3.6,8.6,2.3,7.4,1.4,2.1,1.1,3.7,4.8,11.7,2.9,0.3,6.6,5.3,15.4,0.37,0.424,0.306,0.44,0.667,0.457,2011,PG,5,Perimeter Scorer,-3.4433399244730527,1.3932439412497721,-3.494654409686914
Ed Davis,101,2011-12,108.0,13.8,1.1,3.9,14.2,22.0,TOR,NBA,66.0,9.0,1534.0,6.0,11.7,6.0,11.7,0.0,0.0,2.5,3.7,4.7,10.7,15.4,2.1,1.4,2.2,2.3,5.5,14.5,0.513,0.515,0.0,0.513,0.67,0.544,2011,PF,9,Elite Inside Big,1.5277678155969752,-4.700679013008135,-0.71586267186722
Glen Davis,103,2011-12,96.0,22.4,-0.8,1.7,13.2,26.0,ORL,NBA,61.0,13.0,1427.0,8.5,20.2,8.4,19.6,0.1,0.5,4.3,6.3,4.0,8.5,12.5,1.8,1.6,0.7,2.8,4.0,21.4,0.42100000000000004,0.429,0.14300000000000002,0.423,0.6829999999999999,0.466,2011,PF,3,Backup Inside Big,1.0749311034000755,-0.6712773530471314,-4.3244377897280915
Austin Daye,104,2011-12,80.0,21.9,-0.6,-0.6,7.1,23.0,DET,NBA,41.0,4.0,603.0,6.5,20.2,5.4,14.7,1.2,5.5,3.1,3.8,1.2,6.9,8.1,2.9,2.0,1.9,3.6,5.5,17.3,0.322,0.364,0.21,0.35,0.8140000000000001,0.39399999999999996,2011,SF,5,Perimeter Scorer,-3.0383204728043993,0.48179135730220324,-5.604362622496887
Carlos Delfino,104,2011-12,102.0,15.5,1.1,2.4,11.7,29.0,MIL,NBA,54.0,53.0,1537.0,6.1,15.1,3.2,7.1,2.9,8.0,1.3,1.6,0.7,6.3,6.9,4.1,2.6,0.3,2.2,3.3,16.3,0.402,0.449,0.36,0.4970000000000001,0.792,0.515,2011,SF,1,3&D,-2.8795011237581,0.3395814255642141,0.5351072674250504
Luol Deng,100,2011-12,105.0,19.8,2.2,5.8,14.1,26.0,CHI,NBA,54.0,54.0,2129.0,7.9,19.1,5.9,13.7,2.0,5.4,3.2,4.2,1.9,6.9,8.9,4.0,1.4,0.9,2.4,2.0,20.9,0.41200000000000003,0.43,0.3670000000000001,0.46399999999999997,0.77,0.5,2011,SF,7,Elite Wing,0.15731727838240897,1.1029825172950536,-0.7547127131314078
